Date,Open,High,Low,Close,Adj Close,Volume
2023-06-07,132.5,133.94,131.91,133.32,133.32,34341258
2023-06-08,133.32,134.44,132.04,133.38,133.38,69389536
2023-06-09,133.38,133.49,130.94,131.62,131.62,62475941
2023-06-12,131.62,132.37,130.37,132.25,132.25,35761764
2023-06-13,132.25,133.46,131.99,133.16,133.16,21639160
2023-06-14,133.16,134.47,129.94,130.74,130.74,71572446
2023-06-15,130.74,131.28,127.7,128.51,128.51,33048327
2023-06-16,128.51,130.13,128.0,129.63,129.63,29903345
2023-06-19,129.63,130.45,128.66,130.44,130.44,71676924
2023-06-20,130.44,133.48,130.15,132.45,132.45,73962898
2023-06-21,132.45,135.58,132.38,134.88,134.88,36723413
2023-06-22,134.88,137.3,134.7,137.13,137.13,51181679
2023-06-23,137.13,139.41,136.31,138.05,138.05,70683970
2023-06-26,138.05,141.07,137.06,140.21,140.21,53875089
2023-06-27,140.21,141.48,139.18,139.8,139.8,30680906
2023-06-28,139.8,141.83,139.44,141.16,141.16,36591977
2023-06-29,141.16,143.48,140.06,143.08,143.08,52520755
2023-06-30,143.08,144.2,142.97,143.81,143.81,39174891
2023-07-03,143.81,144.29,141.01,142.28,142.28,25407475
2023-07-04,142.28,142.61,139.25,140.22,140.22,67406986
2023-07-05,140.22,140.8,138.16,138.62,138.62,51267650
2023-07-06,138.62,138.91,137.57,138.15,138.15,71660119
2023-07-07,138.15,139.57,136.97,138.61,138.61,71378182
2023-07-10,138.61,139.69,137.3,139.03,139.03,40039555
2023-07-11,139.03,141.64,137.7,140.44,140.44,48120042
2023-07-12,140.44,141.68,139.32,140.65,140.65,34800101
2023-07-13,140.65,141.03,139.9,140.58,140.58,46095765
2023-07-14,140.58,141.53,139.1,139.66,139.66,31075964
2023-07-17,139.66,142.86,138.29,141.56,141.56,55844430
2023-07-18,141.56,142.12,138.1,138.88,138.88,21818787
2023-07-19,138.88,139.48,135.39,136.57,136.57,32195628
2023-07-20,136.57,137.09,133.83,134.11,134.11,41934250
2023-07-21,134.11,135.29,132.87,133.24,133.24,75829493
2023-07-24,133.24,134.35,132.2,132.82,132.82,70266167
2023-07-25,132.82,134.36,132.36,133.03,133.03,63630431
2023-07-26,133.03,134.3,130.68,130.73,130.73,22082387
2023-07-27,130.73,133.35,130.7,133.08,133.08,30226206
2023-07-28,133.08,133.71,131.54,131.69,131.69,34627352
2023-07-31,131.69,132.03,131.02,131.51,131.51,60660770
2023-08-01,131.51,133.06,131.36,132.07,132.07,74982371
2023-08-02,132.07,132.48,129.54,130.29,130.29,40935096
2023-08-03,130.29,131.88,129.8,130.69,130.69,67983824
2023-08-04,130.69,131.46,128.04,129.11,129.11,36297346
2023-08-07,129.11,130.11,125.97,127.05,127.05,60292941
2023-08-08,127.05,129.62,126.33,128.6,128.6,22756102
2023-08-09,128.6,129.15,127.34,127.81,127.81,53954453
2023-08-10,127.81,128.58,127.27,128.56,128.56,52896879
2023-08-11,128.56,129.8,125.73,126.53,126.53,75613606
2023-08-14,126.53,126.72,126.11,126.33,126.33,55013831
2023-08-15,126.33,129.03,125.31,128.68,128.68,56116172
2023-08-16,128.68,130.69,127.62,130.09,130.09,59760298
2023-08-17,130.09,131.2,127.81,128.88,128.88,25815848
2023-08-18,128.88,129.46,126.78,127.74,127.74,58241962
2023-08-21,127.74,128.79,127.7,128.3,128.3,77106478
2023-08-22,128.3,128.93,126.95,127.4,127.4,37337736
2023-08-23,127.4,128.52,125.7,126.59,126.59,38540070
2023-08-24,126.59,127.53,126.35,126.87,126.87,36197130
2023-08-25,126.87,128.62,125.91,127.99,127.99,66346008
2023-08-28,127.99,128.9,127.3,127.87,127.87,21157175
2023-08-29,127.87,128.15,124.92,125.79,125.79,40549138
2023-08-30,125.79,127.08,125.09,126.61,126.61,43069168
2023-08-31,126.61,127.55,125.81,126.23,126.23,67167796
2023-09-01,126.23,126.62,125.71,126.0,126.0,68404572
2023-09-04,126.0,126.15,123.78,124.45,124.45,71149678
2023-09-05,124.45,125.64,123.53,125.4,125.4,38555575
2023-09-06,125.4,127.77,124.74,126.53,126.53,38991721
2023-09-07,126.53,130.03,126.16,128.96,128.96,44218318
2023-09-08,128.96,128.98,126.63,127.31,127.31,38408721
2023-09-11,127.31,127.38,124.63,125.0,125.0,28474473
2023-09-12,125.0,126.64,124.87,125.69,125.69,20823117
2023-09-13,125.69,126.65,125.14,126.06,126.06,32372436
2023-09-14,126.06,128.73,124.97,128.41,128.41,27656258
2023-09-15,128.41,130.58,128.31,130.06,130.06,62241386
2023-09-18,130.06,131.23,129.01,131.03,131.03,40390056
2023-09-19,131.03,131.36,128.14,128.86,128.86,47928965
2023-09-20,128.86,130.43,128.57,129.41,129.41,55069249
2023-09-21,129.41,130.59,128.41,128.79,128.79,59495253
2023-09-22,128.79,131.71,127.99,131.31,131.31,60911637
2023-09-25,131.31,133.86,130.31,133.73,133.73,61977603
2023-09-26,133.73,134.61,131.97,132.18,132.18,31664429
2023-09-27,132.18,132.66,131.64,132.45,132.45,66262913
2023-09-28,132.45,133.34,132.14,132.95,132.95,67443002
2023-09-29,132.95,134.09,131.7,131.79,131.79,35664806
2023-10-02,131.79,135.08,130.97,134.02,134.02,64371242
2023-10-03,134.02,135.92,133.87,135.65,135.65,35086706
2023-10-04,135.65,137.69,134.53,136.45,136.45,24792233
2023-10-05,136.45,137.53,133.25,134.05,134.05,75313830
2023-10-06,134.05,134.81,133.88,134.42,134.42,66216397
2023-10-09,134.42,134.96,133.01,133.37,133.37,56237549
2023-10-10,133.37,133.48,133.29,133.34,133.34,48992952
2023-10-11,133.34,135.4,133.31,134.59,134.59,35362857
2023-10-12,134.59,138.23,133.82,137.08,137.08,21392203
2023-10-13,137.08,140.76,136.71,139.82,139.82,22699901
2023-10-16,139.82,141.54,139.09,141.29,141.29,49677512
2023-10-17,141.29,143.9,140.46,143.64,143.64,62599681
2023-10-18,143.64,146.86,142.96,145.45,145.45,47403776
2023-10-19,145.45,146.42,143.24,144.48,144.48,42132749
2023-10-20,144.48,145.2,143.02,143.97,143.97,46873895
2023-10-23,143.97,146.58,143.32,145.78,145.78,41106889
2023-10-24,145.78,145.95,143.22,144.34,144.34,78043166
2023-10-25,144.34,145.85,143.39,144.42,144.42,56412839
2023-10-26,144.42,144.5,143.45,144.2,144.2,61784251
2023-10-27,144.2,146.59,143.1,145.68,145.68,33660562
2023-10-30,145.68,145.87,143.9,144.32,144.32,79112615
2023-10-31,144.32,145.64,142.92,145.46,145.46,60860685
2023-11-01,145.46,148.24,145.01,147.2,147.2,20917677
2023-11-02,147.2,147.65,145.74,147.51,147.51,27614246
2023-11-03,147.51,147.68,146.05,147.28,147.28,53445413
2023-11-06,147.28,150.27,146.24,149.83,149.83,47883084
2023-11-07,149.83,153.33,149.46,151.84,151.84,56994773
2023-11-08,151.84,152.13,148.78,149.68,149.68,70082844
2023-11-09,149.68,153.26,149.27,151.95,151.95,73016417
2023-11-10,151.95,154.62,150.75,154.1,154.1,37929653
2023-11-13,154.1,156.52,153.64,156.08,156.08,59388723
2023-11-14,156.08,157.61,154.73,156.58,156.58,49967288
2023-11-15,156.58,157.36,155.72,156.82,156.82,56468974
2023-11-16,156.82,158.28,154.69,156.05,156.05,66808327
2023-11-17,156.05,156.65,153.1,154.42,154.42,47566650
2023-11-20,154.42,155.57,150.53,151.6,151.6,74452729
2023-11-21,151.6,153.1,149.68,150.88,150.88,63756254
2023-11-22,150.88,154.54,150.82,153.78,153.78,53708188
2023-11-23,153.78,157.16,153.63,156.64,156.64,76709635
2023-11-24,156.64,157.46,155.56,156.27,156.27,68482384
2023-11-27,156.27,157.63,152.56,154.05,154.05,25021638
2023-11-28,154.05,155.54,153.34,153.86,153.86,66486618
2023-11-29,153.86,153.98,152.73,153.23,153.23,65255365
2023-11-30,153.23,156.02,152.74,155.43,155.43,68232309
2023-12-01,155.43,158.61,154.59,157.84,157.84,61437003
2023-12-04,157.84,158.84,153.69,155.12,155.12,35266345
2023-12-05,155.12,157.33,154.97,156.65,156.65,62530096
2023-12-06,156.65,158.09,156.39,157.93,157.93,40096828
2023-12-07,157.93,160.55,156.67,160.48,160.48,39687578
2023-12-08,160.48,161.17,159.18,159.57,159.57,47652324
2023-12-11,159.57,161.26,159.3,159.99,159.99,25299476
2023-12-12,159.99,161.3,158.9,160.69,160.69,53397883
2023-12-13,160.69,163.57,159.95,163.34,163.34,37044130
2023-12-14,163.34,164.43,161.61,163.08,163.08,51222617
2023-12-15,163.08,166.82,162.82,165.7,165.7,49643983
2023-12-18,165.7,170.32,165.2,168.65,168.65,48474890
2023-12-19,168.65,170.71,168.14,169.93,169.93,45816326
2023-12-20,169.93,172.51,169.28,172.33,172.33,44089341
2023-12-21,172.33,174.57,171.82,172.85,172.85,75702877
2023-12-22,172.85,174.42,171.87,173.94,173.94,66023224
2023-12-25,173.94,177.59,172.36,175.88,175.88,70007656
2023-12-26,175.88,177.47,175.36,175.86,175.86,73610595
2023-12-27,175.86,177.27,173.58,173.96,173.96,32759541
2023-12-28,173.96,175.98,172.71,174.8,174.8,64236924
2023-12-29,174.8,176.3,174.63,176.06,176.06,62108000
2024-01-01,176.06,177.64,175.28,177.09,177.09,58894539
2024-01-02,177.09,177.32,174.53,176.13,176.13,41925749
2024-01-03,176.13,178.18,175.9,177.87,177.87,56199041
2024-01-04,177.87,181.21,176.98,180.55,180.55,38289000
2024-01-05,180.55,183.41,179.06,182.94,182.94,52336260
2024-01-08,182.94,186.91,181.35,186.36,186.36,73971132
2024-01-09,186.36,188.15,183.23,183.49,183.49,35140745
2024-01-10,183.49,187.48,181.69,186.13,186.13,76756951
2024-01-11,186.13,189.09,184.66,188.4,188.4,20934065
2024-01-12,188.4,188.63,185.93,186.62,186.62,70265317
2024-01-15,186.62,189.01,185.09,187.91,187.91,44929174
2024-01-16,187.91,188.35,184.92,184.97,184.97,79339995
2024-01-17,184.97,188.87,183.84,188.25,188.25,63463215
2024-01-18,188.25,189.8,183.28,184.96,184.96,40279639
2024-01-19,184.96,186.28,184.88,186.06,186.06,22497263
2024-01-22,186.06,186.98,184.42,184.6,184.6,79542964
2024-01-23,184.6,185.6,183.92,184.88,184.88,69871289
2024-01-24,184.88,187.34,183.79,186.33,186.33,68761243
2024-01-25,186.33,187.1,183.58,183.76,183.76,52839523
2024-01-26,183.76,186.34,183.25,184.61,184.61,66323951
2024-01-29,184.61,185.43,181.9,183.65,183.65,77408290
2024-01-30,183.65,185.45,181.97,182.64,182.64,63273594
2024-01-31,182.64,183.37,181.27,181.61,181.61,28197999
2024-02-01,181.61,186.39,181.44,184.87,184.87,34234180
2024-02-02,184.87,187.03,184.83,185.92,185.92,72800891
2024-02-05,185.92,187.76,183.23,184.68,184.68,33771113
2024-02-06,184.68,186.09,181.11,181.49,181.49,34492249
2024-02-07,181.49,184.19,180.08,183.76,183.76,72924986
2024-02-08,183.76,186.71,182.18,186.7,186.7,29709845
2024-02-09,186.7,191.37,185.21,190.34,190.34,27377032
2024-02-12,190.34,191.62,190.31,191.57,191.57,73014973
2024-02-13,191.57,194.92,191.54,193.78,193.78,37808512
2024-02-14,193.78,195.22,189.31,190.31,190.31,70040749
2024-02-15,190.31,191.16,186.31,186.99,186.99,59840252
2024-02-16,186.99,187.93,182.33,184.07,184.07,22910178
2024-02-19,184.07,187.43,182.86,185.74,185.74,40242068
2024-02-20,185.74,187.53,185.32,185.43,185.43,52143931
2024-02-21,185.43,188.81,185.23,188.01,188.01,67808442
2024-02-22,188.01,191.23,187.86,191.09,191.09,60822149
2024-02-23,191.09,191.33,187.22,188.4,188.4,59283159
2024-02-26,188.4,189.37,186.53,188.76,188.76,55605066
2024-02-27,188.76,189.71,186.4,187.21,187.21,73223777
2024-02-28,187.21,190.33,185.99,188.72,188.72,71604215
2024-02-29,188.72,190.75,187.91,189.11,189.11,79598779
2024-03-01,189.11,189.75,186.21,187.06,187.06,47916592
2024-03-04,187.06,189.37,186.48,188.78,188.78,37105364
2024-03-05,188.78,189.07,186.1,187.83,187.83,24505240
2024-03-06,187.83,187.99,183.96,184.76,184.76,69968519
2024-03-07,184.76,188.03,183.73,186.52,186.52,59357005
2024-03-08,186.52,191.0,185.27,189.93,189.93,47568900
2024-03-11,189.93,191.19,187.4,188.82,188.82,78256677
2024-03-12,188.82,192.06,188.28,191.96,191.96,40968090
2024-03-13,191.96,193.07,190.41,190.82,190.82,64072827
2024-03-14,190.82,192.44,190.01,190.68,190.68,57330344
2024-03-15,190.68,192.13,188.58,189.67,189.67,74171709
2024-03-18,189.67,190.73,187.68,189.13,189.13,61723178
2024-03-19,189.13,191.21,189.08,189.99,189.99,64146306
2024-03-20,189.99,193.0,189.65,192.49,192.49,67157316
2024-03-21,192.49,196.3,191.81,194.51,194.51,32173920
2024-03-22,194.51,198.51,193.73,197.39,197.39,29521046
2024-03-25,197.39,201.23,197.21,199.29,199.29,55600090
2024-03-26,199.29,200.13,196.35,197.02,197.02,44833842
2024-03-27,197.02,197.66,193.7,195.54,195.54,60011900
2024-03-28,195.54,195.64,191.99,192.29,192.29,61462418
2024-03-29,192.29,192.45,187.99,188.83,188.83,48455149
2024-04-01,188.83,189.66,188.2,188.72,188.72,70663376
2024-04-02,188.72,189.46,188.51,188.81,188.81,65514432
2024-04-03,188.81,191.09,187.55,190.16,190.16,23047907
2024-04-04,190.16,192.03,187.93,188.03,188.03,33718603
2024-04-05,188.03,188.43,186.28,186.54,186.54,37147623
2024-04-08,186.54,186.76,184.05,184.97,184.97,48900768
2024-04-09,184.97,185.67,181.29,182.57,182.57,53572037
2024-04-10,182.57,184.22,181.92,183.0,183.0,46646995
2024-04-11,183.0,185.73,182.97,185.65,185.65,25225271
2024-04-12,185.65,189.42,184.59,188.34,188.34,67613669
2024-04-15,188.34,189.95,187.58,189.4,189.4,41794823
2024-04-16,189.4,191.19,186.05,186.91,186.91,66278946
2024-04-17,186.91,190.22,185.33,190.05,190.05,36328692
2024-04-18,190.05,190.81,189.41,189.56,189.56,78419904
2024-04-19,189.56,190.2,187.49,188.12,188.12,31283195
2024-04-22,188.12,189.31,183.95,184.93,184.93,33012657
2024-04-23,184.93,188.59,183.58,187.93,187.93,74958710
2024-04-24,187.93,189.3,187.74,189.02,189.02,37177736
2024-04-25,189.02,190.16,185.31,186.73,186.73,63990465
2024-04-26,186.73,188.51,182.41,183.56,183.56,51135363
2024-04-29,183.56,186.84,182.74,185.43,185.43,79193249
2024-04-30,185.43,187.09,184.27,185.91,185.91,77998625
2024-05-01,185.91,190.01,185.09,189.41,189.41,51468761
2024-05-02,189.41,189.98,188.45,188.97,188.97,23769647
2024-05-03,188.97,189.11,186.98,187.85,187.85,22523779
2024-05-06,187.85,189.41,184.38,184.52,184.52,77998837
2024-05-07,184.52,188.21,183.42,188.04,188.04,45802182
2024-05-08,188.04,189.08,186.27,187.76,187.76,22752987
2024-05-09,187.76,189.28,186.16,187.38,187.38,41577295
2024-05-10,187.38,189.11,185.59,188.17,188.17,50234094
2024-05-13,188.17,189.86,184.55,185.19,185.19,67936905
2024-05-14,185.19,186.39,182.04,182.11,182.11,67487688
2024-05-15,182.11,182.91,180.71,181.66,181.66,30653277
2024-05-16,181.66,183.33,179.97,180.67,180.67,71973452
2024-05-17,180.67,181.75,178.08,179.5,179.5,63439927
2024-05-20,179.5,180.09,177.32,178.31,178.31,45941884
2024-05-21,178.31,179.6,175.61,176.77,176.77,60446566
2024-05-22,176.77,180.01,175.74,179.41,179.41,29491097
2024-05-23,179.41,182.97,178.23,182.4,182.4,64435138
2024-05-24,182.4,183.49,179.91,181.61,181.61,40775688
2024-05-27,181.61,183.21,181.01,182.04,182.04,28576094
2024-05-28,182.04,184.8,180.7,183.28,183.28,65997384
2024-05-29,183.28,186.47,182.05,186.3,186.3,54124084
2024-05-30,186.3,186.98,184.94,185.27,185.27,34374226
2024-05-31,185.27,186.69,183.75,184.1,184.1,29231854
2024-06-03,184.1,184.64,180.13,181.56,181.56,54070479
2024-06-04,181.56,185.06,179.96,183.53,183.53,22533191
2024-06-05,183.53,186.34,182.4,184.72,184.72,60080530
2024-06-06,184.72,185.02,182.28,183.81,183.81,71747498
2024-06-07,183.81,186.4,182.48,184.73,184.73,22932149
2024-06-10,184.73,185.98,183.63,184.07,184.07,49809670
2024-06-11,184.07,186.27,182.63,184.88,184.88,35703671
2024-06-12,184.88,185.7,183.39,185.13,185.13,51475104
2024-06-13,185.13,188.48,183.87,188.12,188.12,58280197
2024-06-14,188.12,192.66,187.59,191.77,191.77,45627025
2024-06-17,191.77,192.59,191.46,191.79,191.79,33401487
2024-06-18,191.79,194.37,191.31,194.1,194.1,63028796
2024-06-19,194.1,194.82,192.14,193.95,193.95,67741311
2024-06-20,193.95,198.3,193.4,196.63,196.63,71211903
2024-06-21,196.63,197.51,192.96,193.96,193.96,75770601
2024-06-24,193.96,195.8,193.04,193.47,193.47,50274686
2024-06-25,193.47,198.28,192.67,196.45,196.45,46605575
2024-06-26,196.45,196.93,194.5,196.47,196.47,45159963
2024-06-27,196.47,197.1,194.12,194.31,194.31,67962991
2024-06-28,194.31,197.03,194.04,195.48,195.48,39252150
2024-07-01,195.48,199.68,193.86,198.74,198.74,70924967
2024-07-02,198.74,201.27,198.73,200.37,200.37,25316751
2024-07-03,200.37,200.8,196.22,196.51,196.51,68803900
2024-07-04,196.51,198.21,194.98,197.37,197.37,35947765
2024-07-05,197.37,197.46,194.98,195.8,195.8,73277667
2024-07-08,195.8,196.88,194.16,196.76,196.76,53542971
2024-07-09,196.76,197.55,195.75,197.52,197.52,36236193
2024-07-10,197.52,199.83,197.52,199.25,199.25,43677083
2024-07-11,199.25,200.08,195.87,197.18,197.18,25745455
2024-07-12,197.18,198.08,195.3,197.37,197.37,56512722
2024-07-15,197.37,199.38,196.28,197.43,197.43,46202906
2024-07-16,197.43,200.47,196.67,200.38,200.38,45051899
2024-07-17,200.38,200.41,196.85,198.41,198.41,43139303
2024-07-18,198.41,199.71,196.16,196.36,196.36,59050870
2024-07-19,196.36,198.87,196.27,198.21,198.21,56642362
2024-07-22,198.21,199.48,195.29,196.93,196.93,65948269
2024-07-23,196.93,198.3,195.41,196.65,196.65,74458687
2024-07-24,196.65,198.06,191.95,193.78,193.78,22481940
2024-07-25,193.78,193.86,191.8,192.18,192.18,22812260
2024-07-26,192.18,192.78,190.0,190.76,190.76,74720975
2024-07-29,190.76,191.57,189.32,191.09,191.09,32824734
2024-07-30,191.09,192.74,189.37,189.46,189.46,64005387
2024-07-31,189.46,189.7,187.5,188.19,188.19,79692429
2024-08-01,188.19,189.02,185.65,187.44,187.44,42752362
2024-08-02,187.44,191.94,186.51,190.99,190.99,73505285
2024-08-05,190.99,192.67,189.6,191.14,191.14,25296701
2024-08-06,191.14,193.04,190.27,190.61,190.61,39714330
2024-08-07,190.61,190.76,188.0,189.25,189.25,40568588
2024-08-08,189.25,190.61,188.53,188.84,188.84,49790187
2024-08-09,188.84,188.92,186.09,187.72,187.72,43659854
2024-08-12,187.72,189.4,186.52,188.58,188.58,73115177
2024-08-13,188.58,192.1,187.38,191.96,191.96,44381397
2024-08-14,191.96,193.5,191.65,192.06,192.06,22089811
2024-08-15,192.06,193.23,187.84,189.32,189.32,22335319
2024-08-16,189.32,189.77,185.29,186.49,186.49,44303514
2024-08-19,186.49,187.55,184.5,185.62,185.62,65571083
2024-08-20,185.62,186.31,184.43,185.25,185.25,25159693
2024-08-21,185.25,186.78,184.51,185.8,185.8,63591283
2024-08-22,185.8,187.58,184.11,184.16,184.16,32485473
2024-08-23,184.16,184.87,183.12,184.15,184.15,37567535
2024-08-26,184.15,187.49,183.75,186.18,186.18,61062382
2024-08-27,186.18,187.89,183.67,184.58,184.58,28230058
2024-08-28,184.58,184.72,181.58,181.89,181.89,67873443
2024-08-29,181.89,182.05,180.25,181.49,181.49,76741968
2024-08-30,181.49,186.26,180.2,185.02,185.02,56909683
2024-09-02,185.02,186.98,183.44,185.33,185.33,67768700
2024-09-03,185.33,188.19,185.01,186.88,186.88,44259329
2024-09-04,186.88,187.18,186.5,186.95,186.95,29319869
2024-09-05,186.95,187.87,184.31,184.98,184.98,58404886
2024-09-06,184.98,186.47,182.99,184.01,184.01,61067159
2024-09-09,184.01,186.96,183.28,186.84,186.84,68112599
2024-09-10,186.84,189.47,185.4,188.48,188.48,75253371
2024-09-11,188.48,189.28,187.88,189.04,189.04,24977130
2024-09-12,189.04,190.33,188.01,188.66,188.66,78918908
2024-09-13,188.66,192.19,187.55,191.14,191.14,71524953
2024-09-16,191.14,195.54,189.4,194.7,194.7,23718693
2024-09-17,194.7,198.3,194.11,197.28,197.28,30869418
2024-09-18,197.28,198.68,195.2,195.88,195.88,54822641
2024-09-19,195.88,200.65,195.39,198.97,198.97,62617959
2024-09-20,198.97,203.16,197.73,202.6,202.6,61233583
